개방서비스명,영업상태명,폐업년도,폐업일자,위치,도로명전체주소,사업장명
골프연습장업,폐업,2020,20200410,경상,"경상북도 경산시 펜타힐즈2로 17, 경동빌딩 1동 10층 (중산동)",힐링골프존중산
골프연습장업,폐업,2018,20180501,인천,"인천광역시 계양구 오조산로57번길 7-1, 3층 (계산동)",현대골프스쿨
골프연습장업,폐업,2017,20171229,인천,"인천광역시 계양구 계양문화로 27, 6층 (작전동, 환영프라자)",탑스타스크린골프존
골프연습장업,폐업,2020,20200804,인천,"인천광역시 계양구 장제로977번길 11, 1층 (방축동)",양지골프존
골프연습장업,폐업,2019,20190625,인천,"인천광역시 계양구 임학동로 38, 3층 (임학동)",훼밀리골프연습장
골프연습장업,폐업,2019,20190322,인천,"인천광역시 계양구 주부토로 573, 3층 (계산동)",There 스크린골프&당구
골프연습장업,폐업,2018,20180321,인천,인천광역시 계양구 안남로 538 (효성동),구일골프연습장
골프연습장업,폐업,2016,20160621,인천,"인천광역시 계양구 계양문화로59번길 1, 602호 (계산동)",계양스크린골프
골프연습장업,폐업,2016,20160211,인천,"인천광역시 계양구 벌말로 553 (상야동,2층)",퍼펙트스크린골프
골프연습장업,폐업,2020,20200526,전라,"전라북도 익산시 마한로5길 18-8 (영등동, 할인마트)",골프존 서동 스크린
골프연습장업,폐업,2019,20190917,전라,전라북도 익산시 함열읍 미력3길 44 (상가),에이스타석스크린골프
골프연습장업,폐업,2020,20201203,전라,전라북도 익산시 마한로5길 18-7 (영등동),월드스크린
골프연습장업,폐업,2017,20170630,전라,"전라북도 익산시 어곳2길 36  (어양동,(1층, 2층))",골프죤익산스크린
골프연습장업,폐업,2020,20201227,전라,"전라북도 익산시 하나로 67, 골프존필드 (금강동)",골프존필드 스크린
골프연습장업,폐업,2018,20180710,전라,전라북도 익산시 하나로10길 70  (부송동),부송스크린골프
골프연습장업,폐업,2016,20161123,전라,전라북도 익산시 웅포면 강변로 130,베어리버골프연습장
골프연습장업,폐업,2017,20170801,전라,전라북도 익산시 고봉로 351  (영등동),영등스크린골프존
골프연습장업,폐업,2019,20191210,인천,"인천광역시 계양구 계양대로 44, 501,502호 (작전동)",더존스크린골프
골프연습장업,폐업,2020,20201022,대전,"대전광역시 동구 한밭대로 1300, 케이빌딩 3층 (용전동)",K 스크린골프존
골프연습장업,폐업,2018,20181207,충청,"충청북도 청주시 상당구 중고개로 324, 4층 (금천동)",명암스크린(스크린5타석)
골프연습장업,폐업,2019,20190911,충청,"충청북도 청주시 청원구 오창읍 중심상업로 32-13, 엔젤프리존 701호",국제골프아카데미스쿨
골프연습장업,폐업,2020,20200903,경기,"경기도 수원시 권선구 금곡로118번길 64, 3층 (금곡동, 우림빌딩)",우림G스윙스크린골프
골프연습장업,폐업,2020,20200605,경기,"경기도 수원시 권선구 금곡로 202, 5층 (금곡동, e-SPACECITY-1)",GDR아카데미 수원 호매실점
골프연습장업,폐업,2020,20200416,경기,경기도 수원시 팔달구 경수대로 477 (인계동),I'm 토탈휘트니스
골프연습장업,폐업,2020,20200921,경기,경기도 수원시 장안구 대평로 128 (정자동),수정골프클럽
골프연습장업,폐업,2019,20191101,경기,경기도 수원시 권선구 서부로 1822-55 (탑동),서수원골프연습장
골프연습장업,폐업,2019,20190125,경기,"경기도 수원시 팔달구 인계로 154 (인계동,(10층))",휘트니스센타PG
골프연습장업,폐업,2019,20190214,경기,경기도 수원시 팔달구 효원로 288 (인계동),트레보골프연습장
골프연습장업,폐업,2017,20171017,경기,경기도 수원시 영통구 영통로200번길 20 (망포동),승화스포렉스골프
골프연습장업,폐업,2016,20160504,경기,경기도 수원시 장안구 대평로90번길 19 (정자동),라이프골프
골프연습장업,폐업,2017,20170811,경기,"경기도 수원시 권선구 하탑로41번길 41 (탑동, 해피타운 1층)",신골프아카데미
골프연습장업,폐업,2016,20160404,경기,경기도 수원시 영통구 영통로 100 (망포동),신영통 골프연습장
골프연습장업,폐업,2020,20201124,경기,"경기도 수원시 장안구 송원로 81, 메가플러스 A동 601호 (조원동)",GDR아카데미 수원장안점
골프연습장업,폐업,2019,20190621,경기,경기도 수원시 영통구 반달로 46 (영통동),버디버디골프존
골프연습장업,폐업,2019,20190917,경기,"경기도 수원시 권선구 경수대로191번길 20, 223호 (세류동, 새수원리빙타운)",스카이21
골프연습장업,폐업,2017,20171201,경기,경기도 수원시 권선구 매송고색로918번길 19 (평동),종종골프클럽
골프연습장업,폐업,2020,20200803,대구,대구광역시 동구 해동로 6 (지저동),공항스크린골프연습장
골프연습장업,폐업,2018,20181115,대구,대구광역시 동구 동촌로 403-1 (용계동),골프존CITY
골프연습장업,폐업,2019,20190614,대구,대구광역시 중구 대봉로 220-73 (대봉동),청운골프스쿨
골프연습장업,폐업,2018,20180911,대구,대구광역시 중구 공평로8길 29 (삼덕동2가),비앤제이
골프연습장업,폐업,2019,20190503,대구,대구광역시 중구 태평로 192 (태평로1가),청량골프
골프연습장업,폐업,2020,20201030,대구,"대구광역시 수성구 동대구로 30, 2층 (지산동)",K스크린골프
골프연습장업,폐업,2017,20170508,대구,대구광역시 수성구 지범로 161 (지산동),블루원스크린
골프연습장업,폐업,2017,20170811,대구,"대구광역시 수성구 화랑로12길 8, 8층 (만촌동)",포시즌 골프연습장
골프연습장업,폐업,2016,20160201,대구,대구광역시 수성구 동대구로 274 (범어동),궁전골프(일반)
골프연습장업,폐업,2017,20170718,대구,대구광역시 수성구 동대구로 376 (범어동),골프업코리아(주)
골프연습장업,폐업,2020,20200219,대구,대구광역시 수성구 청수로 176 (지산동),BnJ골프아카데미
골프연습장업,폐업,2017,20171107,대구,"대구광역시 수성구 청솔로 15, 2층 (황금동)",M골프연습장
골프연습장업,폐업,2018,20180328,대구,대구광역시 수성구 청수로 14 (중동),대망골프연습장
골프연습장업,폐업,2020,20200728,대구,대구광역시 수성구 욱수길 56 (욱수동),한라스파랜드 골프연습장
골프연습장업,폐업,2020,20200617,대구,"대구광역시 중구 경상감영길 101, 중앙상가 (포정동)",와우스크린골프
골프연습장업,폐업,2020,20200617,대구,"대구광역시 중구 국채보상로 673, 종각빌딩 (동인동2가)",종각스크린골프
골프연습장업,폐업,2019,20191219,대구,대구광역시 중구 공평로 104 (동인동1가),대박스크린골프
골프연습장업,폐업,2020,20200421,대구,대구광역시 중구 동성로6길 36 (공평동),동성로 휘트니스
골프연습장업,폐업,2020,20200617,대구,"대구광역시 중구 달구벌대로 1965, 4층",대신스크린골프연습장
골프연습장업,폐업,2020,20200617,대구,"대구광역시 중구 달구벌대로 2051, 지하1층 B105호 (계산동2가)",미소스크린골프연습장
골프연습장업,폐업,2020,20200617,대구,"대구광역시 중구 서성로 72, 2층 (서성로1가)",자이스크린골프
골프연습장업,폐업,2020,20200617,대구,"대구광역시 중구 남산로4길 91, 상가지하1층 (남산동)",NS 아카데미
골프연습장업,폐업,2020,20200617,대구,대구광역시 중구 약령길 83-1 (수동),MG 엔젤 스크린골프 연습장
골프연습장업,폐업,2020,20200617,대구,"대구광역시 중구 명륜로 145, 3층 (봉산동)",탑스크린골프
골프연습장업,폐업,2016,20160325,대구,대구광역시 수성구 동대구로 6 (지산동),오렌지스크린골프
골프연습장업,폐업,2018,20180905,대구,대구광역시 수성구 용학로46길 41 (지산동),YG골프아카데미
골프연습장업,폐업,2017,20170629,대구,"대구광역시 수성구 범어천로 200, 201동 (범어동,범어월드메르디앙웨스턴카운티아파트 지하1층)",전영태골프앤휘트니스클럽
골프연습장업,폐업,2019,20190118,대구,"대구광역시 수성구 동대구로 11, 3층 (두산동)",노블레스골프존
골프연습장업,폐업,2018,20180315,대구,"대구광역시 수성구 상화로 133, 6층 (두산동)",TGI골프연습장
골프연습장업,폐업,2019,20190124,대구,"대구광역시 수성구 동대구로8길 22, 1층 (지산동)",BIP
골프연습장업,폐업,2016,20160331,대구,"대구광역시 수성구 국채보상로 924, 지하1층 (범어동)",동우스크린골프클럽
골프연습장업,폐업,2017,20170718,대구,"대구광역시 수성구 동대구로 37 (두산동,외4필지)",올리브 스크린골프
골프연습장업,폐업,2017,20170726,대구,"대구광역시 수성구 지범로 59, 8층 (지산동, 동아스포츠센터, 국민은행 지산동지점)",동아스크린골프
골프연습장업,폐업,2017,20170303,대구,대구광역시 수성구 동대구로 142 (황금동),웨스턴골프아카데미
골프연습장업,폐업,2020,20201023,대구,대구광역시 수성구 청호로 253 (황금동),GS스크린골프
골프연습장업,폐업,2017,20170718,대구,대구광역시 수성구 무학로17길 10 (두산동),라온스크린 골프
골프연습장업,폐업,2016,20160108,대구,"대구광역시 수성구 들안로 297 (수성동2가,1층)",그린스크린골프
골프연습장업,폐업,2017,20170718,대구,"대구광역시 수성구 달구벌대로 2491 (범어동,지하1층)",PGA골프아카데미
골프연습장업,폐업,2018,20180905,대구,"대구광역시 수성구 화랑로 40, 2층 (만촌동)",스타스크린골프
골프연습장업,폐업,2020,20200617,대구,"대구광역시 수성구 달구벌대로 2531, 지하1층 (범어동)",라온스크린골프
골프연습장업,폐업,2019,20190329,대구,"대구광역시 수성구 달구벌대로 3280 (신매동, 시지효성백년가약2단지아파트)",효성골프클럽
골프연습장업,폐업,2020,20200727,대구,"대구광역시 수성구 동대구로25길 16-4, 4층 (황금동)",파크골프존
골프연습장업,폐업,2017,20170405,대구,"대구광역시 수성구 지범로46길 37, 지하1층 (범물동)",월드골프연습장
골프연습장업,폐업,2017,20170718,대구,"대구광역시 수성구 상록로 69 (범어동,래미안수성아파트 101/지하1층)",TM(티엠)
골프연습장업,폐업,2018,20180905,대구,"대구광역시 수성구 동대구로 23, 지하1층 (두산동, (주)TBC)",TBC골프아카데미
골프연습장업,폐업,2020,20200625,대구,"대구광역시 수성구 달구벌대로 3308, 상가(101)동 101~104호 (신매동, 유성푸르나임르노블101동)",시지스크린골프아카데미
골프연습장업,폐업,2017,20170117,대구,"대구광역시 수성구 달구벌대로 3197 (매호동,2층)",시지오렌지스크린골프
골프연습장업,폐업,2020,20201008,대구,"대구광역시 수성구 청수로 85, 2층 (황금동, 혜성빌딩)",들안길 스크린골프
골프연습장업,폐업,2019,20190329,대구,"대구광역시 수성구 화랑로 46, 8층 (만촌동, 성원넥서스)",성원넥서스스크린골프
골프연습장업,폐업,2017,20170718,대구,대구광역시 수성구 달구벌대로 3188 (신매동),GOLF아레나
골프연습장업,폐업,2019,20190418,대구,대구광역시 수성구 용학로 150 (지산동),the좋은골프
골프연습장업,폐업,2019,20190211,대구,대구광역시 수성구 신천동로 322 (수성동1가),파 골프아카데미
골프연습장업,폐업,2018,20180508,대구,대구광역시 달서구 조암남로 172-12 (유천동),삼우골프
골프연습장업,폐업,2017,20171228,대구,"대구광역시 달서구 달서대로 559  (신당동,이앤씨이노비즈타워 13층)",이앤씨SKY골프
골프연습장업,폐업,2017,20170427,대구,"대구광역시 달서구 상화북로 160  (상인동,백조3차상가 2층)",조현욱골프연습장
골프연습장업,폐업,2017,20170125,대구,"대구광역시 달서구 월곡로 111, 3층 (도원동)",동강골프연습장
골프연습장업,폐업,2018,20180313,대전,대전광역시 서구 둔산로 20  (둔산동),드림골프연습장
골프연습장업,폐업,2017,20170526,대전,대전광역시 중구 중앙로 126 (대흥동),홀릭골프연습장
골프연습장업,폐업,2018,20180621,대전,"대전광역시 중구 계백로 1554-1, 2층 (유천동)",I-MAX골프존
골프연습장업,폐업,2017,20170411,대전,"대전광역시 중구 대둔산로 419-4, 604호 (산성동)",티업스크린
골프연습장업,폐업,2018,20180110,대전,"대전광역시 중구 대흥로 88, 401호 (대흥동)",연예인스크린골프연습장
골프연습장업,폐업,2016,20160427,대전,"대전광역시 중구 태평로 18,  지하1층호 (유천동)",PGA골프스쿨
골프연습장업,폐업,2017,20171107,대전,대전광역시 중구 계백로1522번길 10  (유천동),유천타운휘트니스24시사우나
골프연습장업,폐업,2019,20190227,대전,대전광역시 중구 중교로 30 (대흥동),대전스크린골프
골프연습장업,폐업,2019,20191108,대전,"대전광역시 중구 계백로 1605 (유천동,4층)",마스터골프존
골프연습장업,폐업,2016,20160331,대전,대전광역시 유성구 대학로155번길 51 (궁동),한빛휘트니스골프연습장
골프연습장업,폐업,2019,20190411,대전,"대전광역시 유성구 엑스포로 488, 5층 2-1,2,3호 (전민동)",숭구리당당 스크린골프아카데미
골프연습장업,폐업,2018,20180911,대전,"대전광역시 유성구 노은로 178, 8층 1,2호 (지족동)",노은OK스크린골프존
골프연습장업,폐업,2016,20160620,대전,대전광역시 유성구 봉명로 27-27 (원신흥동),케이인골프클럽
골프연습장업,폐업,2018,20181121,대전,"대전광역시 유성구 은구비남로7번길 26, 201호 (지족동)",조은스크린골프
골프연습장업,폐업,2017,20171130,부산,"부산광역시 금정구 중앙대로 1989 (남산동, 남산프라자)",남산골프
골프연습장업,폐업,2016,20160111,부산,"부산광역시 금정구 부곡온천천로 126,  203호 (부곡동,삼성렉스폴)",천지연골프연습장
골프연습장업,폐업,2016,20160107,부산,부산광역시 금정구 금강로 231 (장전동),대명스크린골프연습장
골프연습장업,폐업,2019,20190513,부산,"부산광역시 영도구 태종로 98 (대교동2가,모닝아일랜드 6층)",주식회사 호연수포츠(스크린)
골프연습장업,폐업,2016,20161013,부산,부산광역시 사상구 낙동대로 713  (엄궁동),플라밍고 골프클럽
골프연습장업,폐업,2019,20191007,부산,부산광역시 사상구 낙동대로 790  (엄궁동),힐골프존
골프연습장업,폐업,2019,20190827,부산,"부산광역시 사상구 백양대로 987 (모라동, 스파캐슬)",스파캐슬골프연습장
골프연습장업,폐업,2019,20190604,부산,부산광역시 사상구 사상로 512  (모라동),골든스크린
골프연습장업,폐업,2020,20200310,부산,부산광역시 사상구 낙동대로 704  (엄궁동),탑 스크린
골프연습장업,폐업,2018,20180426,부산,부산광역시 사상구 새벽시장로45번길 53-5  (감전동),원투스크린
골프연습장업,폐업,2017,20171204,부산,"부산광역시 사상구 가야대로282번길 50, 2층 (주례동)",GG스크린골프
골프연습장업,폐업,2018,20180824,부산,부산광역시 사상구 가야대로 276 (주례동),엘가골프존
골프연습장업,폐업,2017,20170731,부산,"부산광역시 사상구 광장로 40, 5층 (괘법동, 경남은행)",대림스크린
골프연습장업,폐업,2020,20200113,부산,부산광역시 사상구 백양대로 949-10 (모라동),삼현스크린골프
골프연습장업,폐업,2017,20171116,부산,"부산광역시 남구 용호로 34, 상가동 206,207호 (용호동, 일신프리빌리지)",맛있는골프
골프연습장업,폐업,2017,20171128,강원,강원도 영월군 영월읍 덕포하리6길 59-13,현대골프랜드
골프연습장업,폐업,2016,20161230,강원,"강원도 동해시 청운1길 29, 4층 4028호 (동회동, 대동상가)",드림실내골프연습장
골프연습장업,폐업,2016,20161230,강원,강원도 동해시 동굴로 129 (천곡동),동송실내골프연습장
골프연습장업,폐업,2018,20181231,강원,강원도 동해시 항골길 65 (천곡동),뉴동해골프연습장
골프연습장업,폐업,2020,20201007,강원,"강원도 동해시 천곡로 100-1, 1층 (천곡동)",동명스크린골프존
골프연습장업,폐업,2019,20190925,강원,강원도 동해시 동해대로 5033 (효가동),샷스크린골프존
골프연습장업,폐업,2020,20201007,강원,"강원도 동해시 청운1길 57, 2층 (나안동)",대성 스크린골프
골프연습장업,폐업,2016,20160321,강원,강원도 동해시 한섬로 133-6  (천곡동),골프존 동해
골프연습장업,폐업,2016,20160519,강원,강원도 동해시 중앙로 248 (천곡동),제이 스크린골프 연습장
골프연습장업,폐업,2017,20170428,강원,"강원도 동해시 청운1길 61 (나안동, 웰빙빙딩 지하 1층)",SKY 골프연습장
골프연습장업,폐업,2020,20200518,강원,강원도 동해시 동굴로 117 (천곡동),아진 스크린
골프연습장업,폐업,2020,20200511,강원,"강원도 동해시 한섬로 136, 쉐보레자동차 7층 (천곡동)",리얼 스크린골프
골프연습장업,폐업,2020,20201007,강원,"강원도 동해시 중앙로 203-1, 2층 201호 (천곡동)",골프존파크 천곡 위너점
골프연습장업,폐업,2018,20180129,울산,"울산광역시 남구 왕생로66번길 20  (달동,3층)",신조이스크린클럽
골프연습장업,폐업,2019,20190115,울산,울산광역시 중구 태화로 167 (태화동),그린골프존연습장
골프연습장업,폐업,2018,20181211,울산,"울산광역시 남구 정동로118번길 14 (삼산동,(1층))",스크린골프 산
골프연습장업,폐업,2016,20160420,울산,"울산광역시 남구 삼산로301번길 3  (삼산동,(3층))",굿샷스크린골프방
골프연습장업,폐업,2016,20160502,울산,"울산광역시 남구 삼산중로74번길 25 (삼산동,(1,2층))",코리아 스크린 골프연습장
골프연습장업,폐업,2020,20200728,울산,울산광역시 남구 화합로224번길 14 (삼산동),유니온골프존
골프연습장업,폐업,2019,20190325,울산,"울산광역시 남구 정동로104번길 11 (삼산동,(1, 2층))",J-골프
골프연습장업,폐업,2018,20180423,울산,"울산광역시 남구 번영로 119 (달동,(3층))",맨 to 맨 골프아카데미
골프연습장업,폐업,2016,20160818,울산,울산광역시 남구 돋질로 371 (삼산동),테마스크린골프클럽
골프연습장업,폐업,2018,20180110,울산,울산광역시 남구 돋질로 382  (삼산동),그늘집스크린골프
골프연습장업,폐업,2016,20161122,울산,울산광역시 중구 함월3길 4 (성안동),성안골프연습장
골프연습장업,폐업,2018,20180718,울산,울산광역시 중구 다운로 2 (다운동),나인실내골프연습장
골프연습장업,폐업,2016,20160114,울산,울산광역시 중구 중앙길 162 (옥교동),BB골프연습장
골프연습장업,폐업,2018,20180412,울산,울산광역시 중구 성안14길 46 (성안동),언더스크린골프
골프연습장업,폐업,2018,20180723,울산,울산광역시 중구 손골5길 23 (복산동),성신실내골프연습장
골프연습장업,폐업,2020,20200928,울산,울산광역시 중구 화합로 463 (복산동),맑은샘훼미리스파
골프연습장업,폐업,2018,20180720,울산,울산광역시 중구 해오름길 11-8 (반구동),투펏스크린골프존
골프연습장업,폐업,2020,20201203,충청,충청북도 영동군 영동읍 영동황간로 69,XGOLF스크린골프
골프연습장업,폐업,2020,20201203,충청,"충청북도 영동군 영동읍 구교로 28, 충북인삼농협영동지소",영동스크린골프존
골프연습장업,폐업,2020,20201021,충청,충청북도 충주시 갱고개로 145 (연수동),M GOLF 스크린
골프연습장업,폐업,2019,20190918,충청,충청북도 충주시 번영대로 18 (칠금동),새충주 스크린 골프
골프연습장업,폐업,2020,20201020,충청,충청북도 충주시 살미면 중원대로 2265,수안보 골프 연습장
골프연습장업,폐업,2020,20201020,충청,충청북도 충주시 국원대로 183 (금릉동),충주우리스크린골프
골프연습장업,폐업,2020,20201222,충청,충청북도 충주시 번영대로 51 (금릉동),티업스크린골프
골프연습장업,폐업,2016,20160622,충청,충청북도 충주시 국원초5길 28 (연수동),젠골프연습장
골프연습장업,폐업,2017,20170919,충청,"충청북도 충주시 갱고개로 159 (연수동, 인영원룸)",50타를 꿈꾸는 미친 골프 연습장
골프연습장업,폐업,2020,20201215,충청,충청북도 충주시 연수로 4 (금릉동),충주골프스쿨(실내)
골프연습장업,폐업,2020,20200623,충청,충청북도 충주시 안림로 13 (안림동),하나스크린 골프연습장
골프연습장업,폐업,2019,20190117,충청,충청북도 충주시 연수로2길 2 (연수동),영진스크린 골프
골프연습장업,폐업,2016,20160519,충청,충청북도 충주시 국원대로 300 (금릉동),(주)중원랜드
골프연습장업,폐업,2016,20160722,충청,충청북도 충주시 연수로 1 (금릉동),OK 스크린골프
골프연습장업,폐업,2020,20200831,충청,충청북도 충주시 팽고리산길 73 (금릉동),그린캐슬 스크린골프
골프연습장업,폐업,2020,20200622,충청,"충청북도 음성군 대소면 대금로 446, 2층 (광덕빌딩)",골프스튜디오
골프연습장업,폐업,2018,20180312,충청,충청북도 음성군 대소면 대금로 286,대소스크린골프연습장
골프연습장업,폐업,2019,20190102,충청,충청북도 옥천군 옥천읍 옥천농공길 147 (대청밸리),대청골프존연습장
골프연습장업,폐업,2019,20190213,충청,충청북도 옥천군 옥천읍 향수1길 34-8,티업 스크린골프
골프연습장업,폐업,2020,20200902,충청,충청북도 진천군 문백면 송강로 367-97,블루힐 골프클럽
골프연습장업,폐업,2018,20180629,서울,"서울특별시 구로구 구로중앙로 68 (구로동,신안타워 B08호)",스크린 골프 투어 카페
골프연습장업,폐업,2016,20161004,서울,"서울특별시 광진구 아차산로 471  (구의동,CS프라자빌딩 지하1층)",디온골프빌
골프연습장업,폐업,2017,20170921,서울,"서울특별시 광진구 광나루로56길 85, 12층 1호 (구의동, 테크노마트)",티엠스크린골프
골프연습장업,폐업,2017,20171221,서울,서울특별시 동대문구 답십리로 288 (장안동),바우하우스 골프존 장안점
골프연습장업,폐업,2018,20180207,서울,"서울특별시 마포구 도화4길 73, 지102호 (도화동)",늘푸른골프연습장
골프연습장업,폐업,2016,20160129,서울,"서울특별시 구로구 경인로 661, 503호 (신도림동, 신도림1차푸르지오)",리한휘트니스
골프연습장업,폐업,2018,20180202,서울,"서울특별시 동대문구 한천로 205 (장안동,4층)",배봉골프연습장
골프연습장업,폐업,2017,20170316,서울,"서울특별시 동대문구 답십리로 209  (답십리동,1층)",힐스포파크스크린
골프연습장업,폐업,2020,20200915,서울,"서울특별시 광진구 천호대로 606, 지하1층 (능동, 두성빌딩)",스카이스크린골프
골프연습장업,폐업,2016,20160517,서울,"서울특별시 구로구 디지털로 306, 404호 (구로동, 대륭포스트타워2차)",코어골프
골프연습장업,폐업,2016,20160401,서울,서울특별시 구로구 도림로 90  (구로동),탑골프연습장
골프연습장업,폐업,2017,20171113,서울,"서울특별시 구로구 구로중앙로 134, 2층 (구로동, 나인스에비뉴)",더라온스짐
골프연습장업,폐업,2019,20191125,서울,"서울특별시 구로구 공원로 40  (구로동,쌍용플레티넘B105호)",KT 수 스크린골프
골프연습장업,폐업,2016,20160831,서울,서울특별시 동대문구 고산자로 420 (용두동),찬스짐 골프
골프연습장업,폐업,2018,20180808,서울,"서울특별시 구로구 경인로53길 15, D21-1, D22-1호 (구로동, 중앙유통단지)",유통상가골프존
골프연습장업,폐업,2020,20200805,서울,"서울특별시 구로구 구로중앙로 68 (구로동, 신안타워B1)",투어골프존
골프연습장업,폐업,2017,20170116,서울,"서울특별시 동대문구 장한로25길 50 (장안동, 대성빌딩)",대성골프연습장
골프연습장업,폐업,2019,20190402,서울,"서울특별시 광진구 자양로 38, 6층 (자양동, 해피데이사우나)",해피데이(28타석)
골프연습장업,폐업,2017,20170102,서울,"서울특별시 마포구 월드컵로10길 5, 지하1층 (서교동)",델타골프클럽
골프연습장업,폐업,2016,20160203,서울,"서울특별시 마포구 잔다리로 123, 2층 (서교동)",오케이스크린골프
골프연습장업,폐업,2020,20200326,서울,"서울특별시 구로구 경인로53길 15  (구로동,중앙유통단지 B20-01호)",골드스포츠
골프연습장업,폐업,2017,20171124,서울,"서울특별시 광진구 면목로 37, 3층 (군자동)",K 스크린 골프연습장
골프연습장업,폐업,2020,20200427,서울,"서울특별시 동대문구 망우로 34, 진성빌딩 2,3층 (휘경동)",JS스크린골프
골프연습장업,폐업,2019,20191220,서울,"서울특별시 동대문구 회기로 191, 5층 (휘경동)",위너짐(골프)
골프연습장업,폐업,2020,20200910,서울,"서울특별시 마포구 월드컵북로 347, 201호 (상암동, 상암메디컬빌딩)",DMC스크린골프
골프연습장업,폐업,2018,20181122,서울,"서울특별시 마포구 월드컵로 58, 3층 (서교동)",월드컵스크린골프
골프연습장업,폐업,2018,20180206,서울,"서울특별시 마포구 마포대로 38, 지하1층 (도화동, 일신빌딩)",홀인원 스크린골프
골프연습장업,폐업,2020,20200928,서울,"서울특별시 마포구 마포대로 38, 지하1층 (도화동, 일신빌딩)",홀인원 스크린골프
골프연습장업,폐업,2020,20201014,서울,"서울특별시 구로구 디지털로33길 27,  201호 (구로동,삼성IT밸리 2층)",구로마스터스크린골프
골프연습장업,폐업,2020,20201113,서울,"서울특별시 마포구 마포대로 73, 지하1층 (도화동, SK허브그린)",골드스크린골프존
골프연습장업,폐업,2020,20200923,서울,"서울특별시 마포구 독막로 331, 지하1층 (도화동, 마스터즈타워)",프로공덕스크린골프
골프연습장업,폐업,2018,20180330,서울,"서울특별시 마포구 서강로 60, 지하1층 (창전동, 미지빌딩)",데이지라이프 휘트니스
골프연습장업,폐업,2017,20170619,서울,서울특별시 구로구 디지털로33길 50 (구로동),우리동네 휘트니스
골프연습장업,폐업,2016,20160720,서울,"서울특별시 노원구 한글비석로 250 (중계동,그린코아 상가 지하 B3호)",그린스크린골프
골프연습장업,폐업,2019,20190211,서울,"서울특별시 노원구 초안산로 12 (월계동, 인덕대학교 연지스퀘어 지하 2층)",인덕대학교 스포츠센터(골프)
골프연습장업,폐업,2017,20170918,서울,"서울특별시 강서구 양천로 400, 나동 3층~5층 (가양동)",진영골프클럽
골프연습장업,폐업,2020,20200319,서울,서울특별시 노원구 동일로237길 2 (상계동),나스모 골프스쿨
골프연습장업,폐업,2020,20200204,서울,"서울특별시 강서구 강서로54길 42, 3층 (등촌동)",AHN'S GOLF
골프연습장업,폐업,2019,20190822,서울,"서울특별시 강서구 우장산로15길 17, 지층 (화곡동)",비전스크린
골프연습장업,폐업,2019,20190116,서울,"서울특별시 노원구 동일로 1065  (공릉동,(3층))",골프스토리
골프연습장업,폐업,2020,20200829,서울,"서울특별시 노원구 월계로55길 64 (월계동,1,2층)",월계 동네스크린골프
골프연습장업,폐업,2020,20200914,서울,"서울특별시 노원구 한글비석로15길 27 (중계동,월산빌딩 지층)",이지골프연습장
골프연습장업,폐업,2016,20160720,서울,"서울특별시 노원구 노해로 507 (상계동,와우쇼핑몰 지하1층)",와우멀티짐&골프
골프연습장업,폐업,2017,20170811,서울,서울특별시 노원구 중계로 220 (중계동),H.K. 골프아카데미
골프연습장업,폐업,2019,20190828,서울,"서울특별시 강서구 양천로 687, 2층 (염창동)",오렌지스크린골프
골프연습장업,폐업,2020,20200814,서울,"서울특별시 강서구 화곡로 274, 지1층 (화곡동, 크라운뷰)",강서위너스골프존
골프연습장업,폐업,2020,20200707,서울,"서울특별시 강서구 화곡로 341, 3층 (화곡동, 그랜드아이파크)",그랜드 골프존9
골프연습장업,폐업,2016,20160303,서울,"서울특별시 강서구 공항대로 345, 4층 (등촌동)",SEA골프존
골프연습장업,폐업,2020,20200814,서울,"서울특별시 강서구 강서로54길 42, 지층 (등촌동)",홀인원 스크린 골프
골프연습장업,폐업,2019,20191231,서울,"서울특별시 강서구 화곡로 329, 혜용빌딩 6층 (화곡동)",강서스크린골프
골프연습장업,폐업,2020,20200528,서울,"서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 225~231호 (마곡동)",GDR아카데미 강서 마곡점
골프연습장업,폐업,2017,20170207,서울,"서울특별시 강서구 양천로66길 34 (등촌동,2층 일부)",필 스크린 골프클럽
골프연습장업,폐업,2020,20200603,서울,"서울특별시 강서구 수명로 31, 701~702호 (내발산동, 하버드아카데미)",강서 스크린 골프
골프연습장업,폐업,2020,20201102,서울,"서울특별시 강서구 공항대로59다길 267, 지1층 (염창동, 솔트나인빌리지)",염창드림골프존
골프연습장업,폐업,2020,20200401,서울,"서울특별시 강서구 마곡동로 62, 마곡사이언스타워 601,602호 (마곡동)",에이블 골프 스튜디오
골프연습장업,폐업,2018,20180228,서울,"서울특별시 강서구 마곡서로 133, 704동 지하1층 101호 (마곡동, 마곡엠밸리7단지)",M밸리레포츠
골프연습장업,폐업,2019,20190415,서울,"서울특별시 강서구 화곡로66길 58, 지층 (등촌동)",수 스크린골프
골프연습장업,폐업,2017,20171013,서울,"서울특별시 강서구 양천로 400 (가양동,6층)",영보골프존
골프연습장업,폐업,2020,20200117,서울,"서울특별시 동대문구 사가정로 148, 138동 주상가 지1호 (전농동,SK아파트)",위더스휘트니스
골프연습장업,폐업,2018,20181227,서울,서울특별시 동대문구 답십리로 269 (장안동),장안엠 스크린골프
